"","date","aju_1","aju_2","aju_3","aju_4"
"192",2020-08-30,0,0,0,0.00329012818663551
"193",2020-08-31,0,0,0,0.00333155606208651
"194",2020-09-01,0,0,0,0.00337473502601083
"195",2020-09-02,0,0,0,0.0034200163569519
"196",2020-09-03,0,0,0,0.00346774840400628
"197",2020-09-04,0,0,0,0.00351823873996343
"198",2020-09-05,0,0,0,0.00357188297819299
"199",2020-09-06,0,0,0,0.00362903914723187
"200",2020-09-07,0,0,0,0.0036900347663888
"201",2020-09-08,0,0,0,0.00375514339449966
"202",2020-09-09,0,0,0,0.00382452374092594
"203",2020-09-10,0,0,0,0.00389828186455979
"204",2020-09-11,0,0,0,0.00397645564693047
"205",2020-09-12,0,0,0,0.00405910135229778
"206",2020-09-13,0,0,0,0.0041463665995243
"207",2020-09-14,0,0,0,0.00423866105106126
"208",2020-09-15,0,0,0,0.00433694324852687
"209",2020-09-16,0,0,0,0.00444276079360847
"210",2020-09-17,0,0,0,0.00455846158837417
"211",2020-09-18,0,0,0,0.00468675946658255
"212",2020-09-19,0,0,0,0.00483061042395571
"213",2020-09-20,0,0,0,0.00499319484741647
"214",2020-09-21,0,0,0,0.00517785190309863
"215",2020-09-22,0,0,0,0.00538783104621822
"216",2020-09-23,0,0,0,0.00562611182807871
"217",2020-09-24,0,0,0,0.00589531223509183
"218",2020-09-25,0,0,0,0.00619784713175751
"219",2020-09-26,0,0,0,0.00653609064611542
"220",2020-09-27,0,0,0,0.00691213511119601
"221",2020-09-28,0,0,0,0.00732728697756657
"222",2020-09-29,0,0,0,0.00778217130445141
"223",2020-09-30,0,0,0,0.00827635988641145
"224",2020-10-01,0,0,0,0.00880884937217676
"225",2020-10-02,0,0,0,0.00937816608466078
"226",2020-10-03,0,0,0,0.00998218691784304
"227",2020-10-04,0,0,0,0.0106181769848991
"228",2020-10-05,0,0,0,0.0112834513147517
"229",2020-10-06,0,0,0,0.0119754463594046
"230",2020-10-07,0,0,0,0.0126920460610508
"231",2020-10-08,0,0,0,0.0134312144091964
"232",2020-10-09,0,0,0,0.0141907772695454
"233",2020-10-10,0,0,0,0.0149681178209234
"234",2020-10-11,0,0,0,0.0157609689877372
"235",2020-10-12,0,0,0,0.0165668995732597
"236",2020-10-13,0,0,0,0.0173834610525076
"237",2020-10-14,0,0,0,0.0182076176970903
"238",2020-10-15,0,0,0,0.0190360661749109
"239",2020-10-16,0,0,0,0.0198650726568856
"240",2020-10-17,0,0,0,0.0206913103405983
"241",2020-10-18,0,0,0,0.0215111038780963
"242",2020-10-19,0,0,0,0.0223206849073964
"243",2020-10-20,0,0,0,0.0231161000845349
"244",2020-10-21,0,0,0,0.0238934749591655
"245",2020-10-22,0,0,0,0.0246490760322742
"246",2020-10-23,0,0,0,0.0253801201857334
"247",2020-10-24,0,0,0,0.0260838984289581
"248",2020-10-25,0,0,0,0.0267579805634881
"249",2020-10-26,0,0,0,0.0274002494749972
"250",2020-10-27,0,0,0,0.0280092632577751
"251",2020-10-28,0,0,0,0.0285843978260261
"252",2020-10-29,0,0,0,0.0291260197028309
"253",2020-10-30,0,0,0,0.0296346726171507
"254",2020-10-31,0,0,0,0.0301114234256291
"255",2020-11-01,0,0,0,0.0305577311625274
"256",2020-11-02,0,0,0,0.030975235765517
"257",2020-11-03,0,0,0,0.0313656997976053
"258",2020-11-04,0,0,0,0.0317308473427847
"259",2020-11-05,0,0,0,0.0320719196429864
"260",2020-11-06,0,0,0,0.0323898760731911
"261",2020-11-07,0,0,0,0.0326860046823141
"262",2020-11-08,0,0,0,0.0329614966774356
"263",2020-11-09,0,0,0,0.0332176626581686
"264",2020-11-10,0,0,0,0.0334556339723955
"265",2020-11-11,0,0,0,0.0336765627130523
"266",2020-11-12,0,0,0,0.0338815468837203
"267",2020-11-13,0,0,0,0.0340716742773473
"268",2020-11-14,0,0,0,0.0342479440279219
"269",2020-11-15,0,0,0,0.0344113860313775
"270",2020-11-16,0,0,0,0.0345629542803035
"271",2020-11-17,0,0,0,0.0347035412887555
"272",2020-11-18,0,0,0,0.0348339723446318
"273",2020-11-19,0,0,0,0.0349551300040436
"274",2020-11-20,0,0,0,0.0350675642613682
"275",2020-11-21,0,0,0,0.0351718661407986
"276",2020-11-22,0,0,0,0.0352685865575507
"277",2020-11-23,0,0,0,0.0353582185331916
"278",2020-11-24,0,0,0,0.0354412167175883
"279",2020-11-25,0,0,0,0.035517972675202
"280",2020-11-26,0,0,0,0.0355888583068888
"281",2020-11-27,0,0,0,0.0356542305235237
"282",2020-11-28,0,0,0,0.0357144312968312
"283",2020-11-29,0,0,0,0.035769778743537
"284",2020-11-30,0,0,0,0.0358205585674572
"285",2020-12-01,0,0,0,0.0358670523602268
"286",2020-12-02,0,0,0,0.0359095742202259
"287",2020-12-03,0,0,0,0.0359483952281624
"288",2020-12-04,0,0,0,0.0359837964646965
"289",2020-12-05,0,0,0,0.0360159931116972
"290",2020-12-06,0,0,0,0.0360451531446046
"291",2020-12-07,0,0,0,0.0360714099534833
"292",2020-12-08,0,0,0,0.0360949123247632
"293",2020-12-09,0,0,0,0.0361157811977958
"294",2020-12-10,0,0,0,0.036134150238261
"295",2020-12-11,0,0,0,0.0361500945612106
"296",2020-12-12,0,0,0,0.0361637472642136
"297",2020-12-13,0,0,0,0.0361752914086667
"298",2020-12-14,0,0,0,0.0361849634533088
"299",2020-12-15,0,0,0,0.0361929570881757
"300",2020-12-16,0,0,0,0.0361994737960583
"301",2020-12-17,0,0,0,0.0362047308744667
"302",2020-12-18,0,0,0,0.0362090115738849
"303",2020-12-19,0,0,0,0.0362125839717199
"304",2020-12-20,0,0,0,0.0362156911199992
"305",2020-12-21,0,0,0,0.0362185837956494
"306",2020-12-22,0,0,0,0.0362215289666198
"307",2020-12-23,0,0,0,0.0362248055800377
"308",2020-12-24,0,0,0,0.0362287202009959
"309",2020-12-25,0,0,0,0.0362335308062775
"310",2020-12-26,0,0,0,0.0362395330070547
"311",2020-12-27,0,0,0,0.0362469600065665
"312",2020-12-28,0,0,0,0.0362561296897666
"313",2020-12-29,0,0,0,0.0362674335267568
"314",2020-12-30,0,0,0,0.03628127077932
"315",2020-12-31,0,0,0,0.0362980807957336
"316",2021-01-01,0,0,0,0.0363184470930305
"317",2021-01-02,0,0,0,0.0363433103711646
"318",2021-01-03,0,0,0,0.0363737245844206
"319",2021-01-04,0,0,0,0.0364109835679849
"320",2021-01-05,0,0,0,0.0364561867365906
"321",2021-01-06,0,0,0,0.0365103504056049
"322",2021-01-07,0,0,0,0.0365748320173536
"323",2021-01-08,0,0,0,0.0366512442123988
"324",2021-01-09,0,0,0,0.0367411659663312
"325",2021-01-10,0,0,0,0.036846562887017
"326",2021-01-11,0,0,0,0.0369688060517937
"327",2021-01-12,0,0,0,0.0371094393906859
"328",2021-01-13,0,0,0,0.0372701452717941
"329",2021-01-14,0,0,0,0.0374522395904488
"330",2021-01-15,0,0,0,0.0376566581887999
"331",2021-01-16,0,0,0,0.0378847478334983
"332",2021-01-17,0,0.0000000068662738657794,0.0000000068662738657794,0.0381378116475024
"333",2021-01-18,0.00000732900431103368,0.00000733948149316413,0.00000733948149316413,0.0384251931864482
"334",2021-01-19,0.0000161930550935673,0.000016207097619965,0.000016207097619965,0.0387433538334252
"335",2021-01-20,0.0000261785170708494,0.0000261995351683828,0.0000261995351683828,0.0390938294636272
"336",2021-01-21,0.0000411490501242401,0.0000412067114662986,0.0000412067114662986,0.0394825090742527
"337",2021-01-22,0.0000825483240578731,0.0000826347069876054,0.0000826347069876054,0.0399330516992757
"338",2021-01-23,0.0001354395094335,0.000135604425853037,0.000135604425853037,0.0404321238438486
"339",2021-01-24,0.00022808053424411,0.000228335495233335,0.000228335495233335,0.0410098793460068
"340",2021-01-25,0.000357237894079342,0.000357648238995695,0.000357648238995695,0.0416650697315286
"341",2021-01-26,0.000557266057476904,0.000557882928565282,0.000557882928565282,0.0424343472152387
"342",2021-01-27,0.000838967673032095,0.000839830231273644,0.000839830231273644,0.0433306722400301
"343",2021-01-28,0.00118695346580642,0.00118812197139571,0.00118812197139571,0.0443397106906539
"344",2021-01-29,0.00162922909734012,0.00163077332752391,0.00163077332752391,0.0454888235219786
"345",2021-01-30,0.00217016950889994,0.00217211845484166,0.00217211845484166,0.0467809647317722
"346",2021-01-31,0.00279353871173047,0.00279589326839967,0.00279589326839967,0.0481966198797744
"347",2021-02-01,0.00347739638695629,0.00348022779702913,0.00348022779702913,0.049709387821697
"348",2021-02-02,0.00424375588790254,0.00424710241550504,0.00424710241550504,0.0513355824233559
"349",2021-02-03,0.00509008959407322,0.00509404144578835,0.00509404144578835,0.0530666124185629
"350",2021-02-04,0.0060067808367998,0.00601141241106978,0.00601141241106978,0.0548871660255702
"351",2021-02-05,0.00700795949165449,0.00701328000354836,0.00701328000354836,0.056805804561023
"352",2021-02-06,0.00806158318632241,0.00806758199197346,0.00806758199197346,0.0587849576846702
"353",2021-02-07,0.00914558936672405,0.00915320628420972,0.00915320628420972,0.0607978540323213
"354",2021-02-08,0.0101932344066673,0.0102035708988839,0.0102035708988839,0.0627714379870174
"355",2021-02-09,0.0111985881823142,0.0112112462473574,0.0112112462473574,0.0646924167376771
"356",2021-02-10,0.0121693083485587,0.0121854150046224,0.0121854150046224,0.0665653366750594
"357",2021-02-11,0.0130721144880636,0.0130972881789032,0.0130972881789032,0.0683577989803693
"358",2021-02-12,0.0138920930557076,0.0139272027340639,0.0139272027340639,0.0700471917973054
"359",2021-02-13,0.0146347456364196,0.0146879864954745,0.0146879864954745,0.0716447638430622
"360",2021-02-14,0.0153208725748336,0.0153960740116691,0.0153960740116691,0.0731664620383292
"361",2021-02-15,0.0159257638336825,0.0160382975742151,0.0160382975742151,0.0745995540345788
"362",2021-02-16,0.0164497720968971,0.0166125457468444,0.0166125457468444,0.0759428484525319
"363",2021-02-17,0.016880125777998,0.0171000282216755,0.0171000282216755,0.077177686187437
"364",2021-02-18,0.0172198854280647,0.0175139465878729,0.0175139465878729,0.0783174766962591
"365",2021-02-19,0.0174710911915429,0.0178533768644179,0.0178533768644179,0.079361750987734
"366",2021-02-20,0.0176595528444563,0.018140817623995,0.018140817623995,0.08033342204141
"367",2021-02-21,0.0178166809629432,0.0183991128701133,0.0183991128701133,0.0812558309823516
"368",2021-02-22,0.0179358005099466,0.0186347296528189,0.0186347296528189,0.0821358333315346
"369",2021-02-23,0.0180266961964427,0.0188534579579188,0.0188534579579188,0.0829798325593744
"370",2021-02-24,0.0180964966631233,0.0190649181645506,0.0190649181645506,0.0837979303201597
"371",2021-02-25,0.0181584593800166,0.0192799051674674,0.0192799051674674,0.0846016175432269
"372",2021-02-26,0.018220721823467,0.0195049141358224,0.0195049141358224,0.0853980359003132
"373",2021-02-27,0.0182950944036772,0.0197412183173823,0.0197412183173823,0.08618911981576
"374",2021-02-28,0.0183810737396494,0.0199836905036933,0.0199836905036933,0.0869704741739918
"375",2021-03-01,0.0184716130179624,0.0202285737466509,0.0202285737466509,0.0877384352484328
"376",2021-03-02,0.0185849945716763,0.0204886210000087,0.0204886210000087,0.0885059600261798
"377",2021-03-03,0.0187268318108441,0.0207710569524509,0.0207710569524509,0.0892799723104664
"378",2021-03-04,0.0189093356147439,0.0210828288983591,0.0210828288983591,0.0900673934519772
"379",2021-03-05,0.019141669829692,0.021432540041659,0.021432540041659,0.0908767676337052
"380",2021-03-06,0.0194277325369088,0.0218230079853129,0.0218230079853129,0.0917111115871513
"381",2021-03-07,0.0197560213178971,0.0222470896266301,0.0222470896266301,0.0925634479819631
"382",2021-03-08,0.0201052814347576,0.0226821987839802,0.0226821987839802,0.093410978504584
"383",2021-03-09,0.0205031040587164,0.0231551839499029,0.0231551839499029,0.0942812016835542
"384",2021-03-10,0.0209545691253122,0.0236709774481081,0.0236709774481081,0.0951793933219558
"385",2021-03-11,0.0214597778840335,0.0242280056798409,0.0242280056798409,0.096104395545262
"386",2021-03-12,0.0220242016238102,0.0248323592309249,0.0248323592309249,0.0970629820468564
"387",2021-03-13,0.0226548520681701,0.0254941887399116,0.0254941887399116,0.0980662888744902
"388",2021-03-14,0.0233444507373447,0.0262101626389519,0.0262101626389519,0.0991120188006612
"389",2021-03-15,0.024052402134471,0.0269404632065086,0.0269404632065086,0.100161342742855
"390",2021-03-16,0.0248192625610001,0.0277260589989307,0.0277260589989307,0.101256841252982
"391",2021-03-17,0.0256342535888541,0.0285575703290112,0.0285575703290112,0.102390288760179
"392",2021-03-18,0.0265003682385448,0.0294401310671898,0.0294401310671898,0.103568026478574
"393",2021-03-19,0.027415253181425,0.0303722686365329,0.0303722686365329,0.104789752647247
"394",2021-03-20,0.0283966728441303,0.0313711961782238,0.0313711961782238,0.106073516947226
"395",2021-03-21,0.0294542602378477,0.0324462102781533,0.0324462102781533,0.10742936920903
"396",2021-03-22,0.0305183738870853,0.0335337697510138,0.0335337697510138,0.108793901069147
"397",2021-03-23,0.0316184142079895,0.0346622536643123,0.0346622536643123,0.110195792077285
"398",2021-03-24,0.0327646319059694,0.0358437965315268,0.0358437965315268,0.111647392052011
"399",2021-03-25,0.0339607296789562,0.0370820897252123,0.0370820897252123,0.113152438995282
"400",2021-03-26,0.0352075458576005,0.0383788004749126,0.0383788004749126,0.114712502852414
"401",2021-03-27,0.0365189349879194,0.0397424945575086,0.0397424945575086,0.11633629829902
"402",2021-03-28,0.0379040083392884,0.0411787842799887,0.0411787842799887,0.118029867564654
"403",2021-03-29,0.0392649495638058,0.0426026262706503,0.0426026262706503,0.11970840561709
"404",2021-03-30,0.0406463585073242,0.0440537802940591,0.0440537802940591,0.121412538844337
"405",2021-03-31,0.042046419740131,0.045531515605011,0.045531515605011,0.123142619379087
"406",2021-04-01,0.0434784348675374,0.0470491083948336,0.0470491083948336,0.124912886968189
"407",2021-04-02,0.0449400169421352,0.0486031261581668,0.0486031261581668,0.126721633667854
"408",2021-04-03,0.0464273276051492,0.0501855438529907,0.0501855438529907,0.128562758857293
"409",2021-04-04,0.047959627556982,0.0518132887682036,0.0518132887682036,0.130455040548447
"410",2021-04-05,0.0494505166514693,0.0534133124615648,0.0534133124615648,0.132326989303173
"411",2021-04-06,0.0509135526832399,0.0549908201669861,0.0549908201669861,0.134185498640608
"412",2021-04-07,0.0523139099630707,0.0565126915216294,0.0565126915216294,0.135998848232879
"413",2021-04-08,0.0536637878712556,0.057988175775077,0.057988175775077,0.137777530552406
"414",2021-04-09,0.0549613510228011,0.0594148852708438,0.0594148852708438,0.139520061947109
"415",2021-04-10,0.0562284882466485,0.0608116101428724,0.0608116101428724,0.141246010136079
"416",2021-04-11,0.0575214781128346,0.0622343652328538,0.0622343652328538,0.143012095706069
"417",2021-04-12,0.0587678626260528,0.0636174388109784,0.0636174388109784,0.144752459363137
"418",2021-04-13,0.0599935395200106,0.0649841500495967,0.0649841500495967,0.146490258628374
"419",2021-04-14,0.061206023995781,0.0663448838279296,0.0663448838279296,0.148235529178878
"420",2021-04-15,0.062420279493165,0.0677107814262568,0.0677107814262568,0.14999843079228
"421",2021-04-16,0.0636637486407894,0.0691072205410559,0.0691072205410559,0.151803379384459
"422",2021-04-17,0.0649647903282865,0.0705616365521017,0.0705616365521017,0.153677148965023
"423",2021-04-18,0.0663575529236592,0.0721036877597596,0.0721036877597596,0.155648096625298
"424",2021-04-19,0.067765101539395,0.0736649962307253,0.0736649962307253,0.157646291396436
"425",2021-04-20,0.069258756737996,0.0753152112529063,0.0753152112529063,0.15973992642013
"426",2021-04-21,0.0708374729756725,0.0770549004486222,0.0770549004486222,0.161928347308827
"427",2021-04-22,0.0725250432797271,0.0789048725486365,0.0789048725486366,0.164231391417836
"428",2021-04-23,0.0743002866956995,0.0808406671405506,0.0808406671405506,0.166623127392444
"429",2021-04-24,0.0761590904408464,0.0828559803718249,0.0828559803718249,0.169095770178669
"430",2021-04-25,0.0781007351942788,0.0849423932210715,0.0849423932210715,0.171639682355871
"431",2021-04-26,0.079996113221045,0.0869819069411351,0.0869819069411351,0.174135015093092
"432",2021-04-27,0.0818747525045831,0.0890132740169691,0.0890132740169691,0.176618918937633
"433",2021-04-28,0.0837874904071256,0.0910819062020856,0.0910819062020856,0.179134974271133
"434",2021-04-29,0.0857558717577836,0.0932064758774427,0.0932064758774427,0.181700129973458
"435",2021-04-30,0.0877857872692392,0.095391815602951,0.095391815602951,0.184317391374803
"436",2021-05-01,0.0898981848769983,0.0976571888917155,0.0976571888917155,0.187004862109513
"437",2021-05-02,0.0921381473394346,0.100044563478352,0.100044563478352,0.189803327600967
"438",2021-05-03,0.0943702533661308,0.102427665761861,0.102427665761861,0.192585614893667
"439",2021-05-04,0.0966102835334318,0.10481846639361,0.10481846639361,0.195362866924409
"440",2021-05-05,0.0988466339842327,0.107206343406185,0.107206343406185,0.198123549707948
"441",2021-05-06,0.101110699354942,0.109626856647946,0.109626856647946,0.200902593406965
"442",2021-05-07,0.10341338443765,0.112089239710469,0.112089239710469,0.203708705882825
"443",2021-05-08,0.105806348775741,0.114642563605081,0.114642563605081,0.206590453058139
"444",2021-05-09,0.108376883827182,0.117372466837107,0.117372466837107,0.209633383398775
"445",2021-05-10,0.110995105717014,0.120164051616198,0.120164051616198,0.21272260130699
"446",2021-05-11,0.113619751561286,0.122967020886173,0.122967020886173,0.215808164936822
"447",2021-05-12,0.116228114697097,0.125761725920023,0.125761725920023,0.21887071745452
"448",2021-05-13,0.118824198786629,0.128554013743331,0.128554013743331,0.221916303943585
"449",2021-05-14,0.121414303799702,0.131346269142392,0.131346269142392,0.224947575884736
"450",2021-05-15,0.124011444392755,0.134148905108121,0.134148905108121,0.227975350148046
"451",2021-05-16,0.126699704880346,0.137030782071458,0.137030782071458,0.231068661651766
"452",2021-05-17,0.12939768490538,0.139931941612286,0.139931941612286,0.234167444306971
"453",2021-05-18,0.132139104109322,0.142888575735503,0.142888575735503,0.237308092185467
"454",2021-05-19,0.134903872878414,0.14588262031463,0.14588262031463,0.240472990752408
"455",2021-05-20,0.137682449100591,0.148908779473019,0.148908779473019,0.243657439952449
"456",2021-05-21,0.140532219845137,0.152021978795506,0.152021978795506,0.246917044570076
"457",2021-05-22,0.143442154837998,0.155195995564434,0.155195995564434,0.250226449126493
"458",2021-05-23,0.146441881799808,0.15846304821678,0.15846304821678,0.253618634697177
"459",2021-05-24,0.149473593539087,0.161768943746586,0.161768943746586,0.257040197139488
"460",2021-05-25,0.152554740140443,0.165134819214574,0.165134819214574,0.260513118090671
"461",2021-05-26,0.155686468245282,0.168556887028678,0.168556887028678,0.264034520917574
"462",2021-05-27,0.158878282529876,0.172050716225297,0.172050716225297,0.267621010108842
"463",2021-05-28,0.162132215938511,0.175618052394145,0.175618052394145,0.271275466886735
"464",2021-05-29,0.165460766297314,0.179270319988055,0.179270319988055,0.275010689563021
"465",2021-05-30,0.168886348868937,0.183018515558405,0.183018515558405,0.278839082373111
"466",2021-05-31,0.172299250095232,0.186768349702085,0.186768349702085,0.282667863918812
